type,lat,lon,tags,lighting_level,police_near,cctv_count,crime_reports,safety_score,street_name,area_name
surveillance,12.9761325,77.6044967,"{'camera:direction': '244', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",5,0,1,2,0.38,Mahatma Gandhi Road,Bengaluru
surveillance,12.9764137,77.6033282,"{'camera:direction': '104', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",5,0,1,3,0.32,Mahatma Gandhi Road,Bengaluru
street_lamp,12.9760814,77.603435,"{'direction': '13', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'support': 'pole'}",10,0,0,3,0.52,Mahatma Gandhi Road,Bengaluru
surveillance,12.9761828,77.6042455,"{'camera:direction': '104', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",5,0,1,3,0.32,Central Street,Bengaluru
surveillance,12.9763709,77.6035642,"{'camera:direction': '103', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",5,0,1,0,0.5,Mahatma Gandhi Road,Bengaluru
surveillance,12.9765057,77.602915,"{'camera:direction': '102', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",5,0,1,1,0.44,Mahatma Gandhi Road,Bengaluru
surveillance,12.9765019,77.6028994,"{'camera:direction': '285', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",5,0,1,2,0.38,Mahatma Gandhi Road,Bengaluru
surveillance,12.9676287,77.5949633,"{'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,4,0.26,Vittal Mallya Road,Bengaluru
surveillance,12.9708628,77.6049043,"{'camera:direction': '180', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,4,0.26,Residency Road,Bengaluru
street_lamp,12.971575,77.6068461,"{'highway': 'street_lamp', 'lamp_mount': 'straight_mast', 'support': 'pole'}",10,0,0,4,0.46,St. Patrick's Square,Bengaluru
street_lamp,12.9618058,77.6021469,"{'direction': '7', 'highway': 'street_lamp', 'lamp_mount': 'pole', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,3,0.52,,Bengaluru
street_lamp,12.9618099,77.6020126,"{'direction': '3', 'highway': 'street_lamp', 'lamp_mount': 'pole', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,4,0.46,,Bengaluru
street_lamp,12.9618217,77.6018248,"{'direction': '359', 'highway': 'street_lamp', 'lamp_mount': 'pole', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,2,0.58,Prime Street,Bengaluru
street_lamp,12.9618485,77.6015577,"{'direction': '269', 'highway': 'street_lamp', 'lamp_mount': 'pole', 'lamp_type': 'led', 'support': 'pole'}",10,0,0,4,0.46,,Bengaluru
surveillance,13.0254282,77.5853718,"{'camera:direction': '194', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,2,0.38,Ganganagara 5th Main Road,Bengaluru
surveillance,13.0254386,77.5853783,"{'camera:direction': '10', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,3,0.32,Ganganagara 5th Main Road,Bengaluru
surveillance,13.0254332,77.5853856,"{'camera:direction': '105', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,3,0.32,Ganganagara 5th Main Road,Bengaluru
surveillance,13.0144583,77.5837377,"{'camera:direction': '274', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,1,0.44,Dr. CV Raman Road,Bengaluru
surveillance,13.0144583,77.583746,"{'camera:direction': '94', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,3,0.32,Dr. CV Raman Road,Bengaluru
surveillance,13.014622,77.5737545,"{'camera:direction': '86', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,0,0.5,,Bengaluru
surveillance,13.0146193,77.573748,"{'camera:direction': '267', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,1,0.44,,Bengaluru
surveillance,13.014617,77.573751,"{'camera:direction': '172', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,3,0.32,,Bengaluru
surveillance,12.9601213,77.5838491,"{'camera:direction': '315', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,0,0.5,JC Road,Bengaluru
surveillance,12.9601154,77.5838555,"{'camera:direction': '135', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,2,0.38,JC Road,Bengaluru
surveillance,12.9789608,77.585071,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,2,0.38,Palace Road,Bengaluru
surveillance,12.9789562,77.5850655,"{'camera:direction': '200', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,4,0.26,Palace Road,Bengaluru
surveillance,12.9789694,77.5850778,"{'camera:direction': '20', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,3,0.32,Palace Road,Bengaluru
surveillance,12.9785107,77.5811033,"{'camera:direction': '200', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,3,0.32,6th Cross,Beṅgaḷūru
surveillance,12.9785164,77.5811086,"{'camera:direction': '20', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,4,0.26,6th Cross,Beṅgaḷūru
surveillance,12.9768414,77.5798926,"{'camera:direction': '30', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,1,0.44,2nd Cross Road,Bengaluru
surveillance,12.9768351,77.5798891,"{'camera:direction': '160', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,3,0.32,2nd Cross Road,Bengaluru
surveillance,12.9768311,77.5798847,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,2,0.38,2nd Cross Road,Bengaluru
surveillance,12.9730221,77.5816295,"{'camera:direction': '225', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,1,0.44,,Bengaluru
surveillance,12.9730282,77.581639,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,1,0.44,,Bengaluru
surveillance,12.9727108,77.581538,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,1,0.44,,Bengaluru
surveillance,12.9674957,77.5884914,"{'camera:direction': '330', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,2,0.38,,Bengaluru
street_lamp,12.9663434,77.58799,{'highway': 'street_lamp'},10,0,0,3,0.52,JC Road,Bengaluru
street_lamp,12.9661963,77.5878219,{'highway': 'street_lamp'},10,0,0,0,0.7,JC Road,Bengaluru
surveillance,12.9659222,77.5867101,"{'camera:direction': '20', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,1,0.44,,Bengaluru
surveillance,12.9654703,77.5867622,"{'camera:direction': '20', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,2,0.38,JC Road,Bengaluru
surveillance,12.9657016,77.5868099,"{'camera:direction': '200', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,3,0.32,,Bengaluru
surveillance,12.9657114,77.5868214,"{'camera:direction': '20', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,4,0.26,,Bengaluru
surveillance,12.9657323,77.586788,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,2,0.38,,Bengaluru
surveillance,12.9639301,77.5851468,"{'camera:direction': '135', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,4,0.26,SJP Road,Bengaluru
surveillance,12.9639347,77.5851499,"{'camera:direction': '45', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,0,0.5,SJP Road,Bengaluru
surveillance,12.9639317,77.5851425,"{'camera:direction': '225', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,0,0.5,SJP Road,Bengaluru
surveillance,12.9638959,77.5850341,"{'camera:direction': '225', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,1,0.44,,Bengaluru
surveillance,12.9846996,77.588177,"{'camera:direction': '200', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,4,0.26,,Bengaluru
surveillance,12.9817827,77.5866508,"{'camera:direction': '200', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,3,0.32,,Bengaluru
surveillance,12.9895203,77.5928665,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,2,0.38,Cunningham Road,Bengaluru
surveillance,12.9895269,77.5928628,"{'camera:direction': '225', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,2,0.38,Cunningham Road,Bengaluru
surveillance,12.9895249,77.5928729,"{'camera:direction': '300', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,0,0.5,Cunningham Road,Bengaluru
surveillance,12.9821006,77.5987925,"{'camera:direction': '190', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,3,0.32,Cunningham Road,Bengaluru
surveillance,12.9821055,77.5987949,"{'camera:direction': '10', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,4,0.26,Cunningham Road,Bengaluru
surveillance,12.9821085,77.5987858,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,0,0.5,Cunningham Road,Bengaluru
street_lamp,12.9679616,77.5873225,"{'highway': 'street_lamp', 'lamp_mount': 'straight_mast', 'lamp_type': 'led', 'support': 'pole'}",10,0,0,0,0.7,Hudson Circle,Bengaluru
street_lamp,12.9679103,77.5872135,"{'highway': 'street_lamp', 'lamp_mount': 'straight_mast', 'lamp_type': 'led', 'support': 'pole'}",10,0,0,0,0.7,Hudson Circle,Bengaluru
street_lamp,12.9677874,77.5872893,"{'highway': 'street_lamp', 'lamp_mount': 'straight_mast', 'lamp_type': 'led', 'support': 'pole'}",10,0,0,4,0.46,Hudson Circle,Bengaluru
street_lamp,12.9678631,77.5873886,"{'highway': 'street_lamp', 'lamp_mount': 'straight_mast', 'lamp_type': 'led', 'support': 'pole'}",10,0,0,2,0.58,Hudson Circle,Bengaluru
surveillance,12.9809026,77.5984559,"{'camera:direction': '196', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,1,0.44,Cunningham Road,Bengaluru
surveillance,12.9831403,77.5958669,"{'camera:direction': '42', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,3,0.32,,Bengaluru
surveillance,12.9864412,77.5948005,"{'camera:direction': '22', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,4,0.26,Ali Asker Road,Bengaluru
surveillance,12.986434,77.5947901,"{'camera:direction': '302', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,3,0.32,Ali Asker Road,Bengaluru
street_lamp,12.9779953,77.5908217,"{'highway': 'street_lamp', 'lamp_mount': 'straight_mast', 'support': 'pole'}",10,0,0,4,0.46,Doctor B R Ambedkar Veedhi,Bengaluru
street_lamp,12.9778336,77.5910083,"{'highway': 'street_lamp', 'lamp_mount': 'straight_mast', 'support': 'pole'}",10,0,0,2,0.58,Doctor B R Ambedkar Veedhi,Bengaluru
surveillance,12.9777724,77.5909668,"{'camera:direction': '40', 'camera:mount': 'pole', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'traffic', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,1,0.44,Doctor B R Ambedkar Veedhi,Bengaluru
surveillance,12.9777527,77.5909687,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'traffic', 'surveillance:type': 'camera', 'surveillance:zone': 'traffic'}",5,0,1,0,0.5,Doctor B R Ambedkar Veedhi,Bengaluru
surveillance,12.9240721,77.6292136,"{'camera:mount': 'pole', 'camera:type': 'dome', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera'}",5,0,1,4,0.26,Sarjapur road,Krupanidhi College
street_lamp,13.0067578,77.581436,"{'direction': '26', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'sodium', 'support': 'pole'}",10,0,0,0,0.7,,Bengaluru
street_lamp,13.0068563,77.5812677,"{'direction': '26', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'sodium', 'support': 'pole'}",10,0,0,1,0.64,16th Cross Road,Bengaluru
street_lamp,13.0069732,77.5810608,"{'direction': '28', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'sodium', 'support': 'pole'}",10,0,0,1,0.64,16th Cross Road,Bengaluru
street_lamp,13.0060671,77.5810456,"{'direction': '31', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'sodium', 'support': 'pole'}",10,0,0,3,0.52,,Bengaluru
street_lamp,13.0061744,77.5811023,"{'direction': '300', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'sodium', 'support': 'pole'}",10,0,0,3,0.52,,Bengaluru
street_lamp,13.0058027,77.5808897,"{'direction': '300', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'sodium', 'support': 'pole'}",10,0,0,2,0.58,4th Main Road,Bengaluru
street_lamp,13.0062736,77.5811617,"{'direction': '300', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'support': 'pole'}",10,0,0,2,0.58,,Bengaluru
street_lamp,13.0064456,77.5812418,"{'direction': '304', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'sodium', 'support': 'pole'}",10,0,0,3,0.52,16th Cross Road,Bengaluru
street_lamp,13.0066224,77.5816481,"{'direction': '27', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'sodium', 'support': 'pole'}",10,0,0,4,0.46,,Bengaluru
street_lamp,13.0065173,77.58185,"{'direction': '86', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'sodium', 'support': 'pole'}",10,0,0,2,0.58,,Bengaluru
street_lamp,13.0064636,77.5820761,"{'direction': '137', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'sodium', 'support': 'pole'}",10,0,0,3,0.52,5th Cross Road,Bengaluru
street_lamp,13.0062859,77.5823806,"{'direction': '144', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'sodium', 'support': 'pole'}",10,0,0,0,0.7,17th Cross Road,Bengaluru
street_lamp,13.0063821,77.582382,"{'direction': '86', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'support': 'pole'}",10,0,0,4,0.46,17th Cross Road,Bengaluru
street_lamp,13.0066708,77.5823705,"{'direction': '86', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'support': 'pole'}",10,0,0,4,0.46,5th Cross Road,Bengaluru
street_lamp,13.00685,77.5823578,"{'direction': '232', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'sodium', 'support': 'pole'}",10,0,0,0,0.7,5th Cross Road,Bengaluru
street_lamp,13.0070074,77.58235,"{'direction': '98', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'sodium', 'support': 'pole'}",10,0,0,3,0.52,2nd Cross Road,Bengaluru
street_lamp,13.0072607,77.5820808,"{'direction': '208', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'sodium', 'support': 'pole'}",10,0,0,2,0.58,17th Cross Road,Bengaluru
street_lamp,13.0073527,77.5819279,"{'direction': '211', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'sodium', 'support': 'pole'}",10,0,0,4,0.46,5th Main Road,Bengaluru
street_lamp,13.0074697,77.5817173,"{'direction': '23', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'sodium', 'support': 'pole'}",10,0,0,3,0.52,5th Main Road,Bengaluru
street_lamp,13.0075952,77.5814984,"{'direction': '221', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'sodium', 'support': 'pole'}",10,0,0,0,0.7,5th Main Road,Bengaluru
street_lamp,13.0077511,77.5810566,"{'direction': '120', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'sodium', 'support': 'pole'}",10,0,0,3,0.52,15th Cross Road,Bengaluru
street_lamp,13.0074777,77.5808931,"{'direction': '117', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'support': 'pole'}",10,0,0,2,0.58,,Bengaluru
street_lamp,13.0073325,77.5807983,"{'direction': '125', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'support': 'pole'}",10,0,0,4,0.46,15th Cross Road,Bengaluru
street_lamp,13.0071733,77.5807052,"{'direction': '121', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'support': 'pole'}",10,0,0,4,0.46,,Bengaluru
street_lamp,13.0070138,77.580608,"{'direction': '121', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'sodium', 'support': 'pole'}",10,0,0,2,0.58,15th Cross Road,Bengaluru
street_lamp,13.0068489,77.5805038,"{'direction': '121', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'support': 'pole'}",10,0,0,3,0.52,15th Cross Road,Bengaluru
street_lamp,13.006591,77.5803438,"{'direction': '185', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'sodium', 'support': 'pole'}",10,0,0,4,0.46,4th Main Road,Bengaluru
street_lamp,13.0064378,77.5804349,"{'direction': '28', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'support': 'pole'}",10,0,0,1,0.64,,
street_lamp,13.0063076,77.5806574,"{'direction': '28', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'support': 'pole'}",10,0,0,0,0.7,,
street_lamp,13.0062424,77.5807725,"{'direction': '25', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'sodium', 'support': 'pole'}",10,0,0,2,0.58,16th Cross Road,Bengaluru
surveillance,12.9459221,77.5801533,"{'camera:direction': '7', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'public', 'surveillance:type': 'camera'}",5,0,1,1,0.44,,Bengaluru
surveillance,12.9909245,77.6193421,"{'camera:direction': '77', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,1,0.44,Assayee Road,Bengaluru
surveillance,12.9909245,77.6193421,"{'camera:direction': '22', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,3,0.32,Assayee Road,Bengaluru
surveillance,12.9909245,77.6193421,"{'camera:direction': '150', 'camera:mount': 'wall', 'camera:type': 'fixed', 'man_made': 'surveillance', 'surveillance': 'outdoor', 'surveillance:type': 'camera', 'surveillance:zone': 'area'}",5,0,1,3,0.32,Assayee Road,Bengaluru
street_lamp,13.0015295,77.5508768,"{'highway': 'street_lamp', 'lamp_mount': 'pole', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,3,0.52,12th Cross Road,Bengaluru
street_lamp,13.0014809,77.5507061,"{'direction': '77', 'highway': 'street_lamp', 'lamp_mount': 'pole', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,4,0.46,19C Main Road,Bengaluru
street_lamp,13.0014287,77.5507211,"{'direction': '76', 'highway': 'street_lamp', 'lamp_mount': 'pole', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,1,0.64,19C Main Road,Bengaluru
street_lamp,13.0012089,77.5507529,"{'direction': '81', 'highway': 'street_lamp', 'lamp_mount': 'pole', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,1,0.64,19C Main Road,Bengaluru
street_lamp,13.0011862,77.5510331,"{'highway': 'street_lamp', 'lamp_mount': 'pole', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,0,0.7,19th B Main Road,Bengaluru
street_lamp,13.0010402,77.5510522,"{'highway': 'street_lamp', 'lamp_mount': 'pole', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,4,0.46,19th B Main Road,Bengaluru
street_lamp,13.0010549,77.5507862,"{'highway': 'street_lamp', 'lamp_mount': 'pole', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,4,0.46,19C Main Road,Bengaluru
street_lamp,13.0009482,77.5507988,"{'highway': 'street_lamp', 'lamp_mount': 'pole', 'lamp_type': 'led', 'support': 'pole'}",10,0,0,4,0.46,19C Main Road,Bengaluru
street_lamp,13.0008068,77.5508237,"{'highway': 'street_lamp', 'lamp_mount': 'pole', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,4,0.46,,Bengaluru
street_lamp,13.000639,77.5508471,"{'highway': 'street_lamp', 'lamp_mount': 'pole', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,1,0.64,19C Main Road,Bengaluru
street_lamp,13.0004155,77.5508857,"{'highway': 'street_lamp', 'lamp_mount': 'pole', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,2,0.58,19C Main Road,Bengaluru
street_lamp,13.0002744,77.5509089,"{'highway': 'street_lamp', 'lamp_mount': 'pole', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,0,0.7,19C Main Road,Bengaluru
street_lamp,13.0001564,77.5509332,"{'highway': 'street_lamp', 'lamp_mount': 'pole', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,0,0.7,19C Main Road,Bengaluru
street_lamp,12.9999377,77.5509693,"{'highway': 'street_lamp', 'lamp_mount': 'pole', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,4,0.46,19C Main Road,Bengaluru
street_lamp,12.9988482,77.550912,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,1,0.64,17th Cross Road,Bengaluru
street_lamp,12.998871,77.5508238,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,0,0.7,19th Main Road,Bengaluru
street_lamp,12.9991492,77.5507662,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,3,0.52,16th Cross Road,Bengaluru
street_lamp,12.9988803,77.5509751,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,0,0.7,17th Cross Road,Bengaluru
